"site_id";"bio01_LGM";"bio01_current";"bio01_little_ice_age";"bio01_medieval_warm";"bio01_mid_Holocene";"bio01_other";"bio03_LGM";"bio03_current";"bio03_little_ice_age";"bio03_medieval_warm";"bio03_mid_Holocene";"bio03_other";"bio12_LGM";"bio12_current";"bio12_little_ice_age";"bio12_medieval_warm";"bio12_mid_Holocene";"bio12_other"
"114";"148-c";283.5;288.6;287.94;288;287.290476190476;285.721229050279;36.1727272727273;32.9;33.42;32.925;30.0857142857143;32.1396648044693;697.818181818182;445;488.4;484.25;518.285714285714;558.516853932584
"115";"149-a";283.5;288.6;287.94;288;287.290476190476;285.721229050279;36.1727272727273;32.9;33.42;32.925;30.0857142857143;32.1396648044693;697.818181818182;445;488.4;484.25;518.285714285714;558.516853932584
"116";"149-b";283.5;288.6;287.94;288;287.290476190476;285.721229050279;36.1727272727273;32.9;33.42;32.925;30.0857142857143;32.1396648044693;697.818181818182;445;488.4;484.25;518.285714285714;558.516853932584
"117";"149-c";283.5;288.6;287.94;288;287.290476190476;285.721229050279;36.1727272727273;32.9;33.42;32.925;30.0857142857143;32.1396648044693;697.818181818182;445;488.4;484.25;518.285714285714;558.516853932584
"118";"150-a";283.572727272727;288.7;287.96;288.025;287.347619047619;285.779329608939;36.1363636363636;32.7;33.42;33;30.0428571428571;32.1223463687151;698.636363636364;445;487.6;484.5;518.285714285714;559.073033707865
"119";"150-b";283.572727272727;288.7;287.96;288.025;287.347619047619;285.779329608939;36.1363636363636;32.7;33.42;33;30.0428571428571;32.1223463687151;698.636363636364;445;487.6;484.5;518.285714285714;559.073033707865
"120";"150-c";283.572727272727;288.7;287.96;288.025;287.347619047619;285.779329608939;36.1363636363636;32.7;33.42;33;30.0428571428571;32.1223463687151;698.636363636364;445;487.6;484.5;518.285714285714;559.073033707865
"121";"151-a";284.109090909091;288.7;287.86;287.875;287.257142857143;285.996648044693;38.9272727272727;35.4;34.98;34.925;30.347619047619;33.7251396648045;466.818181818182;327;358.2;362.25;368.47619047619;384.286516853933
"122";"151-b";284.109090909091;288.7;287.86;287.875;287.257142857143;285.996648044693;38.9272727272727;35.4;34.98;34.925;30.347619047619;33.7251396648045;466.818181818182;327;358.2;362.25;368.47619047619;384.286516853933
"123";"151-c";284.109090909091;288.7;287.86;287.875;287.257142857143;285.996648044693;38.9272727272727;35.4;34.98;34.925;30.347619047619;33.7251396648045;466.818181818182;327;358.2;362.25;368.47619047619;384.286516853933
"124";"152-a";284.109090909091;288.7;287.86;287.875;287.257142857143;285.996648044693;38.9272727272727;35.4;34.98;34.925;30.347619047619;33.7251396648045;466.818181818182;327;358.2;362.25;368.47619047619;384.286516853933
"125";"152-b";284.109090909091;288.7;287.86;287.875;287.257142857143;285.996648044693;38.9272727272727;35.4;34.98;34.925;30.347619047619;33.7251396648045;466.818181818182;327;358.2;362.25;368.47619047619;384.286516853933
"126";"152-c";284.109090909091;288.7;287.86;287.875;287.257142857143;285.996648044693;38.9272727272727;35.4;34.98;34.925;30.347619047619;33.7251396648045;466.818181818182;327;358.2;362.25;368.47619047619;384.286516853933
"127";"153-a";283.054545454545;288.2;287.5;287.575;286.871428571429;285.279888268156;36.5454545454545;33;33.72;33.25;30.2619047619048;32.3972067039106;700.363636363636;452;494.2;490;527.857142857143;564.123595505618
"128";"153-b";283.054545454545;288.2;287.5;287.575;286.871428571429;285.279888268156;36.5454545454545;33;33.72;33.25;30.2619047619048;32.3972067039106;700.363636363636;452;494.2;490;527.857142857143;564.123595505618
"129";"153-c";283.054545454545;288.2;287.5;287.575;286.871428571429;285.279888268156;36.5454545454545;33;33.72;33.25;30.2619047619048;32.3972067039106;700.363636363636;452;494.2;490;527.857142857143;564.123595505618
"130";"154-a";283.054545454545;288.2;287.5;287.575;286.871428571429;285.279888268156;36.5454545454545;33;33.72;33.25;30.2619047619048;32.3972067039106;700.363636363636;452;494.2;490;527.857142857143;564.123595505618
"131";"154-b";283.054545454545;288.2;287.5;287.575;286.871428571429;285.279888268156;36.5454545454545;33;33.72;33.25;30.2619047619048;32.3972067039106;700.363636363636;452;494.2;490;527.857142857143;564.123595505618
"132";"154-c";283.054545454545;288.2;287.5;287.575;286.871428571429;285.279888268156;36.5454545454545;33;33.72;33.25;30.2619047619048;32.3972067039106;700.363636363636;452;494.2;490;527.857142857143;564.123595505618
"133";"155-a";283.263636363636;288.4;287.68;287.7;287.009523809524;285.443575418994;36.4727272727273;33;33.82;33.2;30.3285714285714;32.4418994413408;610.727272727273;408;449.2;446;471.666666666667;500.421348314607
"134";"155-b";283.263636363636;288.4;287.68;287.7;287.009523809524;285.443575418994;36.4727272727273;33;33.82;33.2;30.3285714285714;32.4418994413408;610.727272727273;408;449.2;446;471.666666666667;500.421348314607
"135";"155-c";283.263636363636;288.4;287.68;287.7;287.009523809524;285.443575418994;36.4727272727273;33;33.82;33.2;30.3285714285714;32.4418994413408;610.727272727273;408;449.2;446;471.666666666667;500.421348314607
"136";"156-a";282.990909090909;287.9;287.12;287.15;286.485714285714;285.048044692737;37.4909090909091;34.2;35.06;34.4;31.4285714285714;33.5418994413408;678.636363636364;465;506;506.25;526.47619047619;555.230337078652
"137";"156-b";282.990909090909;287.9;287.12;287.15;286.485714285714;285.048044692737;37.4909090909091;34.2;35.06;34.4;31.4285714285714;33.5418994413408;678.636363636364;465;506;506.25;526.47619047619;555.230337078652
"138";"156-c";282.990909090909;287.9;287.12;287.15;286.485714285714;285.048044692737;37.4909090909091;34.2;35.06;34.4;31.4285714285714;33.5418994413408;678.636363636364;465;506;506.25;526.47619047619;555.230337078652
"139";"157-a";283.072727272727;287.9;287.18;287.225;286.538095238095;285.104469273743;37.4909090909091;34.2;35.08;34.35;31.4238095238095;33.5430167597765;677.181818181818;465;506.4;506.25;525.666666666667;554.584269662921
"140";"157-b";283.072727272727;287.9;287.18;287.225;286.538095238095;285.104469273743;37.4909090909091;34.2;35.08;34.35;31.4238095238095;33.5430167597765;677.181818181818;465;506.4;506.25;525.666666666667;554.584269662921
"141";"157-c";283.072727272727;287.9;287.18;287.225;286.538095238095;285.104469273743;37.4909090909091;34.2;35.08;34.35;31.4238095238095;33.5430167597765;677.181818181818;465;506.4;506.25;525.666666666667;554.584269662921
"142";"158-a";282.863636363636;287.4;286.64;286.6;285.961904761905;284.712290502793;40.5818181818182;37.3;37.6;37.3;33.2095238095238;36.0128491620112;599.909090909091;433;472.8;482.5;477.904761904762;500.88202247191
"143";"158-b";282.863636363636;287.4;286.64;286.6;285.961904761905;284.712290502793;40.5818181818182;37.3;37.6;37.3;33.2095238095238;36.0128491620112;599.909090909091;433;472.8;482.5;477.904761904762;500.88202247191
"144";"158-c";282.863636363636;287.4;286.64;286.6;285.961904761905;284.712290502793;40.5818181818182;37.3;37.6;37.3;33.2095238095238;36.0128491620112;599.909090909091;433;472.8;482.5;477.904761904762;500.88202247191
"145";"159-a";282.918181818182;287.4;286.7;286.675;286.038095238095;284.784916201117;40.6;37.3;37.6;37.275;33.1285714285714;35.9854748603352;584.545454545455;423;462;472;467.238095238095;488.573033707865
"146";"159-b";282.918181818182;287.4;286.7;286.675;286.038095238095;284.784916201117;40.6;37.3;37.6;37.275;33.1285714285714;35.9854748603352;584.545454545455;423;462;472;467.238095238095;488.573033707865
"147";"159-c";282.918181818182;287.4;286.7;286.675;286.038095238095;284.784916201117;40.6;37.3;37.6;37.275;33.1285714285714;35.9854748603352;584.545454545455;423;462;472;467.238095238095;488.573033707865
"148";"16-a";287.427272727273;291.1;290.76;290.65;290.952380952381;289.694413407821;41.7454545454545;41.1;40.12;40.65;41.5952380952381;42.6251396648045;107.818181818182;113;105.4;107;90.7142857142857;98.9606741573034
"149";"16-b";287.427272727273;291.1;290.76;290.65;290.952380952381;289.694413407821;41.7454545454545;41.1;40.12;40.65;41.5952380952381;42.6251396648045;107.818181818182;113;105.4;107;90.7142857142857;98.9606741573034
"150";"16-c";287.427272727273;291.1;290.76;290.65;290.952380952381;289.694413407821;41.7454545454545;41.1;40.12;40.65;41.5952380952381;42.6251396648045;107.818181818182;113;105.4;107;90.7142857142857;98.9606741573034
"151";"162-a";282.709090909091;287.3;286.62;286.575;285.942857142857;284.621787709497;40.2454545454545;37;37.56;37.05;33.5190476190476;35.9983240223464;545;398;432.2;434.75;443.333333333333;456.556179775281
"152";"162-b";282.709090909091;287.3;286.62;286.575;285.942857142857;284.621787709497;40.2454545454545;37;37.56;37.05;33.5190476190476;35.9983240223464;545;398;432.2;434.75;443.333333333333;456.556179775281
"153";"162-c";282.709090909091;287.3;286.62;286.575;285.942857142857;284.621787709497;40.2454545454545;37;37.56;37.05;33.5190476190476;35.9983240223464;545;398;432.2;434.75;443.333333333333;456.556179775281
"154";"163-a";282.209090909091;287.3;286.56;286.575;285.895238095238;284.391061452514;36.8727272727273;33.6;34.5;33.8;30.9047619047619;32.9279329608939;721.181818181818;489;531.2;531;565.761904761905;591.758426966292
"155";"163-b";282.209090909091;287.3;286.56;286.575;285.895238095238;284.391061452514;36.8727272727273;33.6;34.5;33.8;30.9047619047619;32.9279329608939;721.181818181818;489;531.2;531;565.761904761905;591.758426966292
"156";"163-c";282.209090909091;287.3;286.56;286.575;285.895238095238;284.391061452514;36.8727272727273;33.6;34.5;33.8;30.9047619047619;32.9279329608939;721.181818181818;489;531.2;531;565.761904761905;591.758426966292
"157";"164-a";285.927272727273;290.2;289.46;289.5;288.919047619048;287.666480446927;36.9454545454545;32.9;32.5;32.35;28.2142857142857;31.6150837988827;445.090909090909;338;369.2;377.25;366.619047619048;381.23595505618
"158";"164-b";285.927272727273;290.2;289.46;289.5;288.919047619048;287.666480446927;36.9454545454545;32.9;32.5;32.35;28.2142857142857;31.6150837988827;445.090909090909;338;369.2;377.25;366.619047619048;381.23595505618
"159";"164-c";285.927272727273;290.2;289.46;289.5;288.919047619048;287.666480446927;36.9454545454545;32.9;32.5;32.35;28.2142857142857;31.6150837988827;445.090909090909;338;369.2;377.25;366.619047619048;381.23595505618
"160";"165-a";282.8;287.6;286.86;286.85;286.195238095238;284.805027932961;38.4363636363636;35.1;35.9;35.275;32.1809523809524;34.3977653631285;583.909090909091;423;458;457;471.142857142857;485.691011235955
"161";"165-b";282.8;287.6;286.86;286.85;286.195238095238;284.805027932961;38.4363636363636;35.1;35.9;35.275;32.1809523809524;34.3977653631285;583.909090909091;423;458;457;471.142857142857;485.691011235955
"162";"165-c";282.8;287.6;286.86;286.85;286.195238095238;284.805027932961;38.4363636363636;35.1;35.9;35.275;32.1809523809524;34.3977653631285;583.909090909091;423;458;457;471.142857142857;485.691011235955
"163";"166-a";282.109090909091;287;286.28;286.25;285.609523809524;284.217877094972;37.6;34.6;35.36;34.675;31.5;33.6664804469274;806.363636363636;537;586.2;587;621.238095238095;651.331460674157
"164";"166-b";282.109090909091;287;286.28;286.25;285.609523809524;284.217877094972;37.6;34.6;35.36;34.675;31.5;33.6664804469274;806.363636363636;537;586.2;587;621.238095238095;651.331460674157
"165";"166-c";282.109090909091;287;286.28;286.25;285.609523809524;284.217877094972;37.6;34.6;35.36;34.675;31.5;33.6664804469274;806.363636363636;537;586.2;587;621.238095238095;651.331460674157
"166";"167-a";285.072727272727;289.6;288.8;288.8;288.161904761905;286.890502793296;39.8818181818182;36;35.9;35.7;31.6904761904762;34.813407821229;453.090909090909;330;359;365.5;363.285714285714;379.837078651685
"167";"167-b";285.072727272727;289.6;288.8;288.8;288.161904761905;286.890502793296;39.8818181818182;36;35.9;35.7;31.6904761904762;34.813407821229;453.090909090909;330;359;365.5;363.285714285714;379.837078651685
"168";"167-c";285.072727272727;289.6;288.8;288.8;288.161904761905;286.890502793296;39.8818181818182;36;35.9;35.7;31.6904761904762;34.813407821229;453.090909090909;330;359;365.5;363.285714285714;379.837078651685
"169";"168-a";284.8;289.3;288.52;288.525;287.904761904762;286.625698324022;38.9090909090909;35;34.6;34.45;30.2238095238095;33.5659217877095;406.090909090909;290;313.6;321;322;335.88202247191
"170";"168-b";284.8;289.3;288.52;288.525;287.904761904762;286.625698324022;38.9090909090909;35;34.6;34.45;30.2238095238095;33.5659217877095;406.090909090909;290;313.6;321;322;335.88202247191
"171";"168-c";284.8;289.3;288.52;288.525;287.904761904762;286.625698324022;38.9090909090909;35;34.6;34.45;30.2238095238095;33.5659217877095;406.090909090909;290;313.6;321;322;335.88202247191
"172";"169-a";281.972727272727;287;286.34;286.375;285.680952380952;284.13687150838;37.1272727272727;33.8;34.62;33.85;30.9285714285714;33.0346368715084;817.181818181818;541;592.4;589.25;629.904761904762;665.623595505618
"173";"169-b";281.972727272727;287;286.34;286.375;285.680952380952;284.13687150838;37.1272727272727;33.8;34.62;33.85;30.9285714285714;33.0346368715084;817.181818181818;541;592.4;589.25;629.904761904762;665.623595505618
"174";"169-c";281.972727272727;287;286.34;286.375;285.680952380952;284.13687150838;37.1272727272727;33.8;34.62;33.85;30.9285714285714;33.0346368715084;817.181818181818;541;592.4;589.25;629.904761904762;665.623595505618
"175";"17-a";288.836363636364;292.5;292.2;292.025;292.385714285714;291.10782122905;37.7090909090909;37.2;36.48;36.625;37.8095238095238;38.4189944134078;287.181818181818;306;291.8;298.5;251.952380952381;268.089887640449
"176";"17-b";288.836363636364;292.5;292.2;292.025;292.385714285714;291.10782122905;37.7090909090909;37.2;36.48;36.625;37.8095238095238;38.4189944134078;287.181818181818;306;291.8;298.5;251.952380952381;268.089887640449
"177";"17-c";288.836363636364;292.5;292.2;292.025;292.385714285714;291.10782122905;37.7090909090909;37.2;36.48;36.625;37.8095238095238;38.4189944134078;287.181818181818;306;291.8;298.5;251.952380952381;268.089887640449
"178";"170-a";285.209090909091;289.8;288.94;288.95;288.333333333333;287.076536312849;38.7545454545455;35;34.4;34.45;30;33.3932960893855;423.272727272727;315;338.4;349.75;342.47619047619;355.943820224719
"179";"170-b";285.209090909091;289.8;288.94;288.95;288.333333333333;287.076536312849;38.7545454545455;35;34.4;34.45;30;33.3932960893855;423.272727272727;315;338.4;349.75;342.47619047619;355.943820224719
"180";"170-c";285.209090909091;289.8;288.94;288.95;288.333333333333;287.076536312849;38.7545454545455;35;34.4;34.45;30;33.3932960893855;423.272727272727;315;338.4;349.75;342.47619047619;355.943820224719
"181";"171-a";284.909090909091;289.4;288.64;288.625;288.02380952381;286.745251396648;38.8;34.7;34.46;34.325;30.0571428571429;33.4206703910615;404.545454545455;290;312.8;319.5;321.52380952381;334.960674157303
"182";"171-b";284.909090909091;289.4;288.64;288.625;288.02380952381;286.745251396648;38.8;34.7;34.46;34.325;30.0571428571429;33.4206703910615;404.545454545455;290;312.8;319.5;321.52380952381;334.960674157303
"183";"171-c";284.909090909091;289.4;288.64;288.625;288.02380952381;286.745251396648;38.8;34.7;34.46;34.325;30.0571428571429;33.4206703910615;404.545454545455;290;312.8;319.5;321.52380952381;334.960674157303
"184";"172-a";284.581818181818;289;288.22;288.225;287.614285714286;286.383798882682;38.7181818181818;35.2;34.86;34.8;30.3666666666667;33.6039106145251;550.636363636364;388;428.4;437.25;435.285714285714;460.11797752809
"185";"172-b";284.581818181818;289;288.22;288.225;287.614285714286;286.383798882682;38.7181818181818;35.2;34.86;34.8;30.3666666666667;33.6039106145251;550.636363636364;388;428.4;437.25;435.285714285714;460.11797752809
"186";"172-c";284.581818181818;289;288.22;288.225;287.614285714286;286.383798882682;38.7181818181818;35.2;34.86;34.8;30.3666666666667;33.6039106145251;550.636363636364;388;428.4;437.25;435.285714285714;460.11797752809
"187";"173-a";282.272727272727;287.5;286.76;286.8;286.1;284.509497206704;37.0727272727273;33.5;34.22;33.675;30.5761904761905;32.7821229050279;808.727272727273;519;570.2;565.25;609.571428571429;651.544943820225
"188";"173-b";282.272727272727;287.5;286.76;286.8;286.1;284.509497206704;37.0727272727273;33.5;34.22;33.675;30.5761904761905;32.7821229050279;808.727272727273;519;570.2;565.25;609.571428571429;651.544943820225
"189";"173-c";282.272727272727;287.5;286.76;286.8;286.1;284.509497206704;37.0727272727273;33.5;34.22;33.675;30.5761904761905;32.7821229050279;808.727272727273;519;570.2;565.25;609.571428571429;651.544943820225
"190";"174-a";287;291.4;290.6;290.725;290.142857142857;288.861452513966;34.4090909090909;30.2;28.54;29.175;24.4428571428571;28.4793296089385;438.727272727273;298;329.8;329.25;335.857142857143;357.325842696629
"191";"174-b";287;291.4;290.6;290.725;290.142857142857;288.861452513966;34.4090909090909;30.2;28.54;29.175;24.4428571428571;28.4793296089385;438.727272727273;298;329.8;329.25;335.857142857143;357.325842696629
"192";"174-c";287;291.4;290.6;290.725;290.142857142857;288.861452513966;34.4090909090909;30.2;28.54;29.175;24.4428571428571;28.4793296089385;438.727272727273;298;329.8;329.25;335.857142857143;357.325842696629
"193";"175-a";281.981818181818;286.7;286;285.975;285.309523809524;283.922346368715;38.7909090909091;35.6;36.72;35.85;33;34.9927374301676;673.636363636364;489;523.8;530.5;545.571428571429;562.674157303371
"194";"175-b";281.981818181818;286.7;286;285.975;285.309523809524;283.922346368715;38.7909090909091;35.6;36.72;35.85;33;34.9927374301676;673.636363636364;489;523.8;530.5;545.571428571429;562.674157303371
"195";"175-c";281.981818181818;286.7;286;285.975;285.309523809524;283.922346368715;38.7909090909091;35.6;36.72;35.85;33;34.9927374301676;673.636363636364;489;523.8;530.5;545.571428571429;562.674157303371
"196";"176-a";285.127272727273;289.7;288.86;288.875;288.247619047619;286.965363128492;39.5545454545455;35.5;35.42;35.375;31.2;34.3798882681564;422.454545454545;317;342.2;348.75;344.857142857143;357.11797752809
"197";"176-b";285.127272727273;289.7;288.86;288.875;288.247619047619;286.965363128492;39.5545454545455;35.5;35.42;35.375;31.2;34.3798882681564;422.454545454545;317;342.2;348.75;344.857142857143;357.11797752809
"198";"176-c";285.127272727273;289.7;288.86;288.875;288.247619047619;286.965363128492;39.5545454545455;35.5;35.42;35.375;31.2;34.3798882681564;422.454545454545;317;342.2;348.75;344.857142857143;357.11797752809
"199";"177-a";282.918181818182;287.7;287.02;287;286.352380952381;284.933519553073;38.0363636363636;34.7;35.56;34.9;31.8666666666667;34.0324022346369;600.818181818182;430;466;467.5;482.190476190476;499.657303370787
"200";"177-b";282.918181818182;287.7;287.02;287;286.352380952381;284.933519553073;38.0363636363636;34.7;35.56;34.9;31.8666666666667;34.0324022346369;600.818181818182;430;466;467.5;482.190476190476;499.657303370787
"201";"177-c";282.918181818182;287.7;287.02;287;286.352380952381;284.933519553073;38.0363636363636;34.7;35.56;34.9;31.8666666666667;34.0324022346369;600.818181818182;430;466;467.5;482.190476190476;499.657303370787
"202";"178-a";282.963636363636;287.4;286.7;286.675;286.047619047619;284.779888268156;40.2363636363636;37;37.38;36.875;33.0190476190476;35.7402234636872;627.818181818182;459;497;510;507.857142857143;527.061797752809
"203";"178-b";282.963636363636;287.4;286.7;286.675;286.047619047619;284.779888268156;40.2363636363636;37;37.38;36.875;33.0190476190476;35.7402234636872;627.818181818182;459;497;510;507.857142857143;527.061797752809
"204";"178-c";282.963636363636;287.4;286.7;286.675;286.047619047619;284.779888268156;40.2363636363636;37;37.38;36.875;33.0190476190476;35.7402234636872;627.818181818182;459;497;510;507.857142857143;527.061797752809
"205";"179-a";282.4;287.3;286.58;286.6;285.909523809524;284.516759776536;37.2363636363636;34.3;34.98;34.35;31.2285714285714;33.3474860335196;805.727272727273;531;576.8;577;615.857142857143;646.842696629213
"206";"179-b";282.4;287.3;286.58;286.6;285.909523809524;284.516759776536;37.2363636363636;34.3;34.98;34.35;31.2285714285714;33.3474860335196;805.727272727273;531;576.8;577;615.857142857143;646.842696629213
"207";"179-c";282.4;287.3;286.58;286.6;285.909523809524;284.516759776536;37.2363636363636;34.3;34.98;34.35;31.2285714285714;33.3474860335196;805.727272727273;531;576.8;577;615.857142857143;646.842696629213
"208";"18-a";287.354545454545;291.1;290.7;290.55;290.904761904762;289.632402234637;40.3181818181818;40.1;39.04;39.45;40.2809523809524;41.1966480446927;126;132;125.6;127.25;106.52380952381;115.595505617978
"209";"18-b";287.354545454545;291.1;290.7;290.55;290.904761904762;289.632402234637;40.3181818181818;40.1;39.04;39.45;40.2809523809524;41.1966480446927;126;132;125.6;127.25;106.52380952381;115.595505617978
"210";"18-c";287.354545454545;291.1;290.7;290.55;290.904761904762;289.632402234637;40.3181818181818;40.1;39.04;39.45;40.2809523809524;41.1966480446927;126;132;125.6;127.25;106.52380952381;115.595505617978
"211";"180-a";282.527272727273;287.4;286.66;286.65;286.009523809524;284.596089385475;37.6909090909091;34.5;35.34;34.625;31.5333333333333;33.7100558659218;690;470;513.6;513;537.904761904762;563.039325842697
"212";"180-b";282.527272727273;287.4;286.66;286.65;286.009523809524;284.596089385475;37.6909090909091;34.5;35.34;34.625;31.5333333333333;33.7100558659218;690;470;513.6;513;537.904761904762;563.039325842697
"213";"180-c";282.527272727273;287.4;286.66;286.65;286.009523809524;284.596089385475;37.6909090909091;34.5;35.34;34.625;31.5333333333333;33.7100558659218;690;470;513.6;513;537.904761904762;563.039325842697
"214";"182-a";282.8;288;287.26;287.325;286.62380952381;285.044134078212;36.7090909090909;33.1;33.86;33.375;30.3333333333333;32.5094972067039;759.636363636364;486;534;530.5;572.619047619048;611.893258426966
"215";"182-b";282.8;288;287.26;287.325;286.62380952381;285.044134078212;36.7090909090909;33.1;33.86;33.375;30.3333333333333;32.5094972067039;759.636363636364;486;534;530.5;572.619047619048;611.893258426966
"216";"182-c";282.8;288;287.26;287.325;286.62380952381;285.044134078212;36.7090909090909;33.1;33.86;33.375;30.3333333333333;32.5094972067039;759.636363636364;486;534;530.5;572.619047619048;611.893258426966
"217";"185-a";282;287;286.28;286.325;285.614285714286;284.123463687151;37.2454545454545;33.8;34.92;34.125;31.2761904761905;33.2966480446927;740.454545454545;506;550.8;549;585.142857142857;609.719101123595
"218";"185-b";282;287;286.28;286.325;285.614285714286;284.123463687151;37.2454545454545;33.8;34.92;34.125;31.2761904761905;33.2966480446927;740.454545454545;506;550.8;549;585.142857142857;609.719101123595
"219";"185-c";282;287;286.28;286.325;285.614285714286;284.123463687151;37.2454545454545;33.8;34.92;34.125;31.2761904761905;33.2966480446927;740.454545454545;506;550.8;549;585.142857142857;609.719101123595
"220";"186-a";281.918181818182;286.6;285.74;285.75;285.085714285714;283.898324022346;39.6090909090909;36.9;36.52;36.6;31.4190476190476;34.6932960893855;671.636363636364;446;489;496.75;508.52380952381;542.185393258427
"221";"186-b";281.918181818182;286.6;285.74;285.75;285.085714285714;283.898324022346;39.6090909090909;36.9;36.52;36.6;31.4190476190476;34.6932960893855;671.636363636364;446;489;496.75;508.52380952381;542.185393258427
"222";"186-c";281.918181818182;286.6;285.74;285.75;285.085714285714;283.898324022346;39.6090909090909;36.9;36.52;36.6;31.4190476190476;34.6932960893855;671.636363636364;446;489;496.75;508.52380952381;542.185393258427
"223";"187-a";289.2;293.1;292.26;292.325;291.338095238095;290.498324022346;44.4909090909091;37;36.34;37.2;32.8571428571429;37.3502793296089;223.454545454545;221;274;284;292.095238095238;253.494382022472
"224";"187-b";289.2;293.1;292.26;292.325;291.338095238095;290.498324022346;44.4909090909091;37;36.34;37.2;32.8571428571429;37.3502793296089;223.454545454545;221;274;284;292.095238095238;253.494382022472
"225";"187-c";289.2;293.1;292.26;292.325;291.338095238095;290.498324022346;44.4909090909091;37;36.34;37.2;32.8571428571429;37.3502793296089;223.454545454545;221;274;284;292.095238095238;253.494382022472
"226";"189-a";288.654545454545;292.4;291.68;291.675;290.657142857143;289.911731843575;44.5181818181818;37.1;36.12;36.775;32.3857142857143;37.0687150837989;186.272727272727;191;246;267.25;310.190476190476;245.297752808989
"227";"189-b";288.654545454545;292.4;291.68;291.675;290.657142857143;289.911731843575;44.5181818181818;37.1;36.12;36.775;32.3857142857143;37.0687150837989;186.272727272727;191;246;267.25;310.190476190476;245.297752808989
"228";"189-c";288.654545454545;292.4;291.68;291.675;290.657142857143;289.911731843575;44.5181818181818;37.1;36.12;36.775;32.3857142857143;37.0687150837989;186.272727272727;191;246;267.25;310.190476190476;245.297752808989
"229";"190-a";286.409090909091;290.3;289.48;289.55;288.657142857143;287.757541899441;45.1181818181818;37.9;37.02;38.25;33.8142857142857;38.3223463687151;302.454545454545;293;355.2;363.25;345.857142857143;311.185393258427
